pressure(bar),heat flux(kW/m2),mass fluxkg/(m2⋅s),sub cooling,channel dia(mm),d/dMax,t/tMax
1.46,0.139,502,12.3,0.02225,0.7971207269,0.1116883
1.46,0.139,502,12.3,0.02225,0.7792284421,0.1077922
1.46,0.139,502,12.3,0.02225,0.7613941385,0.1
1.46,0.139,502,12.3,0.02225,0.7435291389,0.0941558
1.46,0.139,502,12.3,0.02225,0.7256368542,0.0902597
1.46,0.139,502,12.3,0.02225,0.7167214076,0.0863636
1.46,0.139,502,12.3,0.02225,0.7078025505,0.0824675
1.46,0.139,502,12.3,0.02225,0.6899102657,0.0785714
1.46,0.139,502,12.3,0.02225,0.6720486768,0.0727273
1.46,0.139,502,12.3,0.02225,0.6541836773,0.0668831
1.46,0.139,502,12.3,0.02225,0.6183411267,0.062987
1.46,0.139,502,12.3,0.02225,0.6004761271,0.0571429
1.46,0.139,502,12.3,0.02225,0.5825838424,0.0532468
1.46,0.139,502,12.3,0.02225,0.5647495387,0.0454545
1.46,0.139,502,12.3,0.02225,0.5467992728,0.0454545
1.46,0.139,502,12.3,0.02225,0.5199608457,0.0396104
1.46,0.139,502,12.3,0.02225,0.4751994379,0.0318182
1.46,0.139,502,12.3,0.02225,0.4931224186,0.0337662
1.46,0.139,502,12.3,0.02225,0.4393296021,0.0298701
1.46,0.139,502,12.3,0.02225,0.4214646025,0.024026
1.46,0.139,502,12.3,0.02225,0.385591356,0.0220779
1.46,0.139,502,12.3,0.02225,0.3676990713,0.0181818
1.46,0.139,502,12.3,0.02225,0.3139062548,0.0142857
1.46,0.139,502,12.3,0.02225,0.2959832742,0.0123377
1.46,0.139,502,12.3,0.02225,0.2601407235,0.0084416
1.46,0.139,502,12.3,0.02225,0.224267477,0.0064935
1.46,0.139,502,12.3,0.02225,0.340802663,0.0162338
1.46,0.139,502,12.3,0.02225,0.1973710688,0.0045455
1.46,0.201,501,12.3,0.02225,0.3982763927,1
1.46,0.201,501,12.3,0.02225,0.3984072022,0.9921773221
1.46,0.201,501,12.3,0.02225,0.3986726685,0.9765319662
1.46,0.201,501,12.3,0.02225,0.398803478,0.9687092883
1.46,0.201,501,12.3,0.02225,0.4091566636,0.9550195517
1.46,0.201,501,12.3,0.02225,0.4090258541,0.9628422296
1.46,0.201,501,12.3,0.02225,0.398541859,0.9843546441
1.46,0.201,501,12.3,0.02225,0.4194790705,0.9432855348
1.46,0.201,501,12.3,0.02225,0.4095529394,0.9315515179
1.46,0.201,501,12.3,0.02225,0.4198099415,0.9237288399
1.46,0.201,501,12.3,0.02225,0.4199715297,0.9139504423
1.46,0.201,501,12.3,0.02225,0.4201023392,0.9061277644
1.46,0.201,501,12.3,0.02225,0.4303593413,0.8983050864
1.46,0.201,501,12.3,0.02225,0.4305247769,0.8885266888
1.46,0.201,501,12.3,0.02225,0.4306902124,0.8787483916
1.46,0.201,501,12.3,0.02225,0.4409433672,0.8709257137
1.46,0.201,501,12.3,0.02225,0.441043398,0.865058655
1.46,0.201,501,12.3,0.02225,0.4412396122,0.8533246381
1.46,0.201,501,12.3,0.02225,0.4515312404,0.8435462405
1.46,0.201,501,12.3,0.02225,0.4618190212,0.8337679433
1.46,0.201,501,12.3,0.02225,0.4620498615,0.8200782067
1.46,0.201,501,12.3,0.02225,0.4622460757,0.8083441898
1.46,0.201,501,12.3,0.02225,0.4725338566,0.7985657922
1.46,0.201,501,12.3,0.02225,0.4727339181,0.7868317753
1.46,0.201,501,12.3,0.02225,0.483021699,0.7770534781
1.46,0.201,501,12.3,0.02225,0.4832179132,0.7653194612
1.46,0.201,501,12.3,0.02225,0.483317944,0.7594524025
1.46,0.201,501,12.3,0.02225,0.4935710988,0.7516297246
1.46,0.201,501,12.3,0.02225,0.5038935057,0.7398957077
1.46,0.201,501,12.3,0.02225,0.5042243767,0.7203390128
1.46,0.201,501,12.3,0.02225,0.5040935673,0.7281616908
1.46,0.201,501,12.3,0.02225,0.5146429671,0.7027379373
1.46,0.201,501,12.3,0.02225,0.5145121576,0.7105606152
1.46,0.201,501,12.3,0.02225,0.5248999692,0.6949152593
1.46,0.201,501,12.3,0.02225,0.5250961834,0.6831812424
1.46,0.201,501,12.3,0.02225,0.5354185903,0.6714472255
1.46,0.201,501,12.3,0.02225,0.5355493998,0.6636245476
1.46,0.201,501,12.3,0.02225,0.545841028,0.65384615
1.46,0.201,501,12.3,0.02225,0.5561288089,0.6440677524
1.46,0.201,501,12.3,0.02225,0.5563596491,0.6303781162
1.46,0.201,501,12.3,0.02225,0.5562596183,0.6362450744
1.46,0.201,501,12.3,0.02225,0.56664743,0.6205997186
1.46,0.201,501,12.3,0.02225,0.5769352108,0.6108214213
1.46,0.201,501,12.3,0.02225,0.5770660203,0.6029987434
1.46,0.201,501,12.3,0.02225,0.5872922438,0.5971316848
1.46,0.201,501,12.3,0.02225,0.5875884888,0.5795306092
1.46,0.201,501,12.3,0.02225,0.5874230532,0.5893090068
1.46,0.201,501,12.3,0.02225,0.5978762696,0.569752312
1.46,0.201,501,12.3,0.02225,0.6081332718,0.561929634
1.46,0.201,501,12.3,0.02225,0.60829486,0.5521512364
1.46,0.201,501,12.3,0.02225,0.6287434595,0.5404172195
1.46,0.201,501,12.3,0.02225,0.6391312712,0.5247718637
1.46,0.201,501,12.3,0.02225,0.628874269,0.5325945416
1.46,0.201,501,12.3,0.02225,0.649419052,0.514993466
1.46,0.201,501,12.3,0.02225,0.6495498615,0.5071707881
1.46,0.201,501,12.3,0.02225,0.6700292398,0.4934810515
1.46,0.201,501,12.3,0.02225,0.6804824561,0.4739243567
1.46,0.201,501,12.3,0.02225,0.670225454,0.4817470346
1.46,0.201,501,12.3,0.02225,0.690770237,0.4641460595
1.46,0.201,501,12.3,0.02225,0.7010618652,0.4543676618
1.46,0.201,501,12.3,0.02225,0.7113188673,0.4465449839
1.46,0.201,501,12.3,0.02225,0.7217028316,0.430899628
1.46,0.201,501,12.3,0.02225,0.7114804555,0.4367665863
1.46,0.201,501,12.3,0.02225,0.7319944598,0.4211212304
1.46,0.201,501,12.3,0.02225,0.7422476147,0.4132985525
1.46,0.201,501,12.3,0.02225,0.7423822715,0.4054758746
1.46,0.201,501,12.3,0.02225,0.7526354263,0.3976531966
1.46,0.201,501,12.3,0.02225,0.7936942136,0.3644067652
1.46,0.201,501,12.3,0.02225,0.7935941828,0.3702738238
1.46,0.201,501,12.3,0.02225,0.7628924284,0.3898305187
1.46,0.201,501,12.3,0.02225,0.7628924284,0.3898305187
1.46,0.201,501,12.3,0.02225,0.783306402,0.3800521211
1.46,0.201,501,12.3,0.02225,0.8040473992,0.3507170286
1.46,0.201,501,12.3,0.02225,0.7938250231,0.3565840873
1.46,0.201,501,12.3,0.02225,0.8143698061,0.3389830117
1.46,0.201,501,12.3,0.02225,0.824692213,0.3272489948
1.46,0.201,501,12.3,0.02225,0.8349492151,0.3194263169
1.46,0.201,501,12.3,0.02225,0.8553631887,0.3096480196
1.46,0.201,501,12.3,0.02225,0.8555247769,0.299869622
1.46,0.201,501,12.3,0.02225,0.8759387504,0.2900912244
1.46,0.201,501,12.3,0.02225,0.8862303786,0.2803129272
1.46,0.201,501,12.3,0.02225,0.8965835642,0.2666231906
1.46,0.201,501,12.3,0.02225,0.906871345,0.2568448934
1.46,0.201,501,12.3,0.02225,0.9272853186,0.2470664958
1.46,0.201,501,12.3,0.02225,0.9274507541,0.2372880982
1.46,0.201,501,12.3,0.02225,0.9377385349,0.2275098009
1.46,0.201,501,12.3,0.02225,0.9378693444,0.219687123
1.46,0.201,501,12.3,0.02225,0.9582525392,0.2118644451
1.46,0.201,501,12.3,0.02225,0.9584141274,0.2020860474
1.46,0.201,501,12.3,0.02225,0.9687365343,0.1903520305
1.46,0.201,501,12.3,0.02225,0.9790281625,0.1805736329
1.46,0.201,501,12.3,0.02225,0.9792243767,0.168839616
1.46,0.201,501,12.3,0.02225,0.9896121884,0.1531942602
1.46,0.201,501,12.3,0.02225,0.9894467528,0.1629726578
1.46,0.201,501,12.3,0.02225,0.9998999692,0.1434158625
1.46,0.201,501,12.3,0.02225,0.9798822715,0.1297262264
1.46,0.201,501,12.3,0.02225,1,0.1375489043
1.46,0.201,501,12.3,0.02225,0.9800438596,0.1199478287
1.46,0.201,501,12.3,0.02225,0.9802439212,0.1082138118
1.46,0.201,501,12.3,0.02225,0.9500654047,0.09647979493
1.46,0.201,501,12.3,0.02225,0.9401392736,0.08474577803
1.46,0.201,501,12.3,0.02225,0.9099607572,0.07301176112
1.46,0.201,501,12.3,0.02225,0.8797206833,0.06518908319
1.46,0.201,501,12.3,0.02225,0.8192366882,0.04954362692
1.46,0.201,501,12.3,0.02225,0.8394198215,0.05345506628
1.46,0.201,501,12.3,0.02225,0.8596029548,0.05736640525
1.46,0.201,501,12.3,0.02225,0.7788704217,0.04172094899
1.46,0.201,501,12.3,0.02225,0.7385003078,0.03389827105
1.46,0.201,501,12.3,0.02225,0.6172052939,0.02216425415
1.46,0.201,501,12.3,0.02225,0.6576369652,0.02607559312
1.46,0.201,501,12.3,0.02225,0.6879462912,0.02998693209
1.46,0.201,501,12.3,0.02225,0.4857148353,0.01434157622
1.46,0.201,501,12.3,0.02225,0.516089566,0.01434157622
1.46,0.201,501,12.3,0.02225,0.56664743,0.01825291518
1.46,0.201,501,12.3,0.02225,0.3744767621,0.00651889828
1.46,0.201,501,12.3,0.02225,0.4250692521,0.008474617959
1.46,0.201,501,12.3,0.02225,0.3137619267,0.004563278991
1.46,0.2,301,11.8,0.02225,0.6655205782,1
1.46,0.2,301,11.8,0.02225,0.6719102427,0.9941444929
1.46,0.2,301,11.8,0.02225,0.6719513182,0.9863370833
1.46,0.2,301,11.8,0.02225,0.6783506475,0.9785296737
1.46,0.2,301,11.8,0.02225,0.6784134689,0.9668185592
1.46,0.2,301,11.8,0.02225,0.6848127982,0.9590111496
1.46,0.2,301,11.8,0.02225,0.6880432695,0.9492518375
1.46,0.2,301,11.8,0.02225,0.6944534717,0.9394925254
1.46,0.2,301,11.8,0.02225,0.6976742781,0.9316851158
1.46,0.2,301,11.8,0.02225,0.7040844803,0.9219259039
1.46,0.2,301,11.8,0.02225,0.7041255559,0.9141184942
1.46,0.2,301,11.8,0.02225,0.7105248851,0.9063110846
1.46,0.2,301,11.8,0.02225,0.7169350873,0.8965517725
1.46,0.2,301,11.8,0.02225,0.7201655586,0.8867924604
1.46,0.2,301,11.8,0.02225,0.7202175071,0.8770332485
1.46,0.2,301,11.8,0.02225,0.7265962986,0.8731295437
1.46,0.2,301,11.8,0.02225,0.7298171051,0.865322134
1.46,0.2,301,11.8,0.02225,0.7362381802,0.8536110196
1.46,0.2,301,11.8,0.02225,0.7330270386,0.8594665267
1.46,0.2,301,11.8,0.02225,0.7426375095,0.8458035098
1.46,0.2,301,11.8,0.02225,0.742678585,0.8379961002
1.46,0.2,301,11.8,0.02225,0.7490996602,0.8262849858
1.46,0.2,301,11.8,0.02225,0.7490682494,0.8321405931
1.46,0.2,301,11.8,0.02225,0.755540065,0.8106701666
1.46,0.2,301,11.8,0.02225,0.7554881165,0.8204294787
1.46,0.2,301,11.8,0.02225,0.7619502672,0.8009108544
1.46,0.2,301,11.8,0.02225,0.7683495964,0.7931034448
1.46,0.2,301,11.8,0.02225,0.7747597986,0.7833442329
1.46,0.2,301,11.8,0.02225,0.7779902699,0.7735849208
1.46,0.2,301,11.8,0.02225,0.7812219493,0.7638257089
1.46,0.2,301,11.8,0.02225,0.7844415477,0.7560182992
1.46,0.2,301,11.8,0.02225,0.7940314808,0.7462589871
1.46,0.2,301,11.8,0.02225,0.8004622208,0.7325959702
1.46,0.2,301,11.8,0.02225,0.803703565,0.7208848558
1.46,0.2,301,11.8,0.02225,0.8101028943,0.7130774462
1.46,0.2,301,11.8,0.02225,0.8165227613,0.7013663318
1.46,0.2,301,11.8,0.02225,0.8197435677,0.6935589221
1.46,0.2,301,11.8,0.02225,0.8261441051,0.6857515125
1.46,0.2,301,11.8,0.02225,0.8261743077,0.6798959052
1.46,0.2,301,11.8,0.02225,0.8325748451,0.6720884956
1.46,0.2,301,11.8,0.02225,0.8357944434,0.664281086
1.46,0.2,301,11.8,0.02225,0.8389947121,0.6603773812
1.46,0.2,301,11.8,0.02225,0.8422251834,0.6506180691
1.46,0.2,301,11.8,0.02225,0.8486257208,0.6428106594
1.46,0.2,301,11.8,0.02225,0.8518561921,0.6330514475
1.46,0.2,301,11.8,0.02225,0.8582555213,0.6252440379
1.46,0.2,301,11.8,0.02225,0.8646657235,0.6154847258
1.46,0.2,301,11.8,0.02225,0.86788653,0.6076773162
1.46,0.2,301,11.8,0.02225,0.8742858593,0.5998699066
1.46,0.2,301,11.8,0.02225,0.8775066657,0.592062497
1.46,0.2,301,11.8,0.02225,0.8775477413,0.5842550873
1.46,0.2,301,11.8,0.02225,0.8839470705,0.5764476777
1.46,0.2,301,11.8,0.02225,0.8903476079,0.5686402681
1.46,0.2,301,11.8,0.02225,0.8935889521,0.5569291537
1.46,0.2,301,11.8,0.02225,0.8999991543,0.5471698416
1.46,0.2,301,11.8,0.02225,0.9064081484,0.5374105295
1.46,0.2,301,11.8,0.02225,0.90961929,0.5315550223
1.46,0.2,301,11.8,0.02225,0.9128497613,0.5217957102
1.46,0.2,301,11.8,0.02225,0.9192490906,0.5139883006
1.46,0.2,301,11.8,0.02225,0.9224698971,0.506180891
1.46,0.2,301,11.8,0.02225,0.9320586221,0.4964215789
1.46,0.2,301,11.8,0.02225,0.9352903015,0.486662367
1.46,0.2,301,11.8,0.02225,0.9385111079,0.4788549573
1.46,0.2,301,11.8,0.02225,0.9449104372,0.4710475477
1.46,0.2,301,11.8,0.02225,0.9481312436,0.4632401381
1.46,0.2,301,11.8,0.02225,0.9481723192,0.4554327285
1.46,0.2,301,11.8,0.02225,0.9545716484,0.4476252187
1.46,0.2,301,11.8,0.02225,0.954612724,0.4398178091
1.46,0.2,301,11.8,0.02225,0.9610023884,0.433962302
1.46,0.2,301,11.8,0.02225,0.9642123219,0.4281066947
1.46,0.2,301,11.8,0.02225,0.9674645391,0.4144437779
1.46,0.2,301,11.8,0.02225,0.9738747413,0.4046844658
1.46,0.2,301,11.8,0.02225,0.9739158169,0.3968770562
1.46,0.2,301,11.8,0.02225,0.9803260191,0.3871177441
1.46,0.2,301,11.8,0.02225,0.9835661552,0.3754066297
1.46,0.2,301,11.8,0.02225,0.9867772968,0.3695511225
1.46,0.2,301,11.8,0.02225,0.9899968952,0.3617437129
1.46,0.2,301,11.8,0.02225,0.9900597166,0.3500324983
1.46,0.2,301,11.8,0.02225,0.9900283059,0.3558881056
1.46,0.2,301,11.8,0.02225,0.9965109944,0.3324658768
1.46,0.2,301,11.8,0.02225,0.993279315,0.3422250887
1.46,0.2,301,11.8,0.02225,0.9965617347,0.3227065647
1.46,0.2,301,11.8,0.02225,0.9997825412,0.314899155
1.46,0.2,301,11.8,0.02225,0.9998441545,0.3031880406
1.46,0.2,301,11.8,0.02225,0.9998864382,0.295380631
1.46,0.2,301,11.8,0.02225,0.9999371786,0.2856213189
1.46,0.2,301,11.8,0.02225,1,0.2739102045
1.46,0.2,301,11.8,0.02225,0.2257041135,0.002602469872
1.46,0.2,301,11.8,0.02225,0.2384000831,0.006506174679
1.46,0.2,301,11.8,0.02225,0.2511177986,0.006506174679
1.46,0.2,301,11.8,0.02225,0.2638343061,0.006506174679
1.46,0.2,301,11.8,0.02225,0.2797305444,0.006506174679
1.46,0.2,301,11.8,0.02225,0.2956159098,0.00845807718
1.46,0.2,301,11.8,0.02225,0.3178704018,0.00845807718
1.46,0.2,301,11.8,0.02225,0.340115229,0.01040987949
1.46,0.2,301,11.8,0.02225,0.3528111986,0.01431358429
1.46,0.2,301,11.8,0.02225,0.3655277061,0.01431358429
1.46,0.2,301,11.8,0.02225,0.3782454216,0.01431358429
1.46,0.2,301,11.8,0.02225,0.394130787,0.01626548679
1.46,0.2,301,11.8,0.02225,0.4132055481,0.01626548679
1.46,0.2,301,11.8,0.02225,0.4322706444,0.0182172891
1.46,0.2,301,11.8,0.02225,0.4481572179,0.0201691916
1.46,0.2,301,11.8,0.02225,0.4576843296,0.02212099391
1.46,0.2,301,11.8,0.02225,0.4767494258,0.02407289641
1.46,0.2,301,11.8,0.02225,0.4958145221,0.02602469872
1.46,0.2,301,11.8,0.02225,0.5053416338,0.02797660122
1.46,0.2,301,11.8,0.02225,0.5180484764,0.02992840352
1.46,0.2,301,11.8,0.02225,0.5307541109,0.03188030602
1.46,0.2,301,11.8,0.02225,0.5466406844,0.03383210833
1.46,0.2,301,11.8,0.02225,0.5625369227,0.03383210833
1.46,0.2,301,11.8,0.02225,0.5720531614,0.03773581314
1.46,0.2,301,11.8,0.02225,0.584760004,0.03968771564
1.46,0.2,301,11.8,0.02225,0.6070048312,0.04163951794
1.46,0.2,301,11.8,0.02225,0.6165319429,0.04359142045
1.46,0.2,301,11.8,0.02225,0.6292387855,0.04554322275
1.46,0.2,301,11.8,0.02225,0.6482930088,0.04944692756
1.46,0.2,301,11.8,0.02225,0.6609889785,0.05335073256
1.46,0.2,301,11.8,0.02225,0.6673472322,0.05335073256
1.46,0.2,301,11.8,0.02225,0.6832229327,0.05725443737
1.46,0.2,301,11.8,0.02225,0.6959297753,0.05920623968
1.46,0.2,301,11.8,0.02225,0.7086366179,0.06115814218
1.46,0.2,301,11.8,0.02225,0.7245123184,0.06506184698
1.46,0.2,301,11.8,0.02225,0.743546004,0.0728692566
1.46,0.2,301,11.8,0.02225,0.7594313694,0.0748210589
1.46,0.2,301,11.8,0.02225,0.7784759279,0.08067666621
1.46,0.2,301,11.8,0.02225,0.7943516285,0.08458037102
1.46,0.2,301,11.8,0.02225,0.810227329,0.08848407583
1.46,0.2,301,11.8,0.02225,0.8229124257,0.09433958294
1.46,0.2,301,11.8,0.02225,0.8419569842,0.1001951903
1.46,0.2,301,11.8,0.02225,0.8482850353,0.1060507976
1.46,0.2,301,11.8,0.02225,0.8609906698,0.1080025999
1.46,0.2,301,11.8,0.02225,0.8673187209,0.1138582072
1.46,0.2,301,11.8,0.02225,0.8863632794,0.1197137143
1.46,0.2,301,11.8,0.02225,0.8958589804,0.1275211239
1.46,0.2,301,11.8,0.02225,0.9053655543,0.1333767312
1.46,0.2,301,11.8,0.02225,0.9116936054,0.1392322383
1.46,0.2,301,11.8,0.02225,0.924389575,0.1431359431
1.46,0.2,301,11.8,0.02225,0.9307176261,0.1489915504
1.46,0.2,301,11.8,0.02225,0.9370348043,0.1567989601
1.46,0.2,301,11.8,0.02225,0.949719901,0.1626545674
1.46,0.2,301,11.8,0.02225,0.9528682212,0.1685100745
1.46,0.2,301,11.8,0.02225,0.9623542573,0.1782693866
1.46,0.2,301,11.8,0.02225,0.9686714355,0.1860767962
1.46,0.2,301,11.8,0.02225,0.9749994866,0.1919323033
1.46,0.2,301,11.8,0.02225,0.9813057918,0.2016916154
1.46,0.2,301,11.8,0.02225,0.993951021,0.2153546324
1.46,0.2,301,11.8,0.02225,0.9970788034,0.2251138443
1.46,0.2,301,11.8,0.02225,0.9970365198,0.2329212539
1.46,0.2,301,11.8,0.02225,0.9969954442,0.2407286635
1.46,0.2,301,11.8,0.02225,0.9968722176,0.2641509925
1.46,0.2,301,11.8,0.02225,0.9968722176,0.2641509925
1.46,0.2,301,11.8,0.02225,0.9969338309,0.2524398781
1,0.082,400,8,0.465,1,1
1,0.082,400,8,0.465,0.9492865045,0.9159999866
1,0.082,400,8,0.465,0.8757402195,0.8360000538
1,0.082,400,8,0.465,0.8245879371,0.744000299
1,0.082,400,8,0.465,0.797146018,0.6639999462
1,0.082,400,8,0.465,0.7464325225,0.5799999328
1,0.082,400,8,0.465,0.5527986668,0.4120000739
1,0.082,400,8,0.465,0.4054885705,0.2480000437
1,0.082,400,8,0.465,0.1934135286,0.1640000302
1,0.082,400,8,0.465,0.09637720735,0.07600002016
1,0.082,400,8,0.465,0.479033922,0.3280000605
1,0.082,400,8,0.465,0.6493962012,0.4920002587
3,0.165,400,10,0.465,0.9860627515,1
3,0.165,400,10,0.465,0.9785237762,0.9686681495
3,0.165,400,10,0.465,0.978289496,0.9373366227
3,0.165,400,10,0.465,1,0.9112270171
3,0.165,400,10,0.465,0.9741467757,0.8720624468
3,0.165,400,10,0.465,0.9629772651,0.8433420425
3,0.165,400,10,0.465,0.9663929089,0.8120105157
3,0.165,400,10,0.465,0.9990192546,0.7806786652
3,0.165,400,10,0.465,0.9768563475,0.7467363398
3,0.165,400,10,0.465,0.9474097496,0.7154044893
3,0.165,400,10,0.465,0.9508060047,0.6814621638
3,0.165,400,10,0.465,0.9030823196,0.6475195146
3,0.165,400,10,0.465,0.8480765595,0.6161879879
3,0.165,400,10,0.465,0.8222621127,0.5822453387
3,0.165,400,10,0.465,0.7855124354,0.5509138119
3,0.165,400,10,0.465,0.7378097548,0.5195822852
3,0.165,400,10,0.465,0.7047116172,0.4882507584
3,0.165,400,10,0.465,0.6971532532,0.4543081092
3,0.165,400,10,0.465,0.6968995843,0.42036546
3,0.165,400,10,0.465,0.6455437482,0.3890339333
3,0.165,400,10,0.465,0.6124472264,0.3577024065
3,0.165,400,10,0.465,0.5903020922,0.3263708798
3,0.165,400,10,0.465,0.5279948685,0.2950391264
3,0.165,400,10,0.465,0.5021788059,0.2610965743
3,0.165,400,10,0.465,0.4764047522,0.2323759434
3,0.165,400,10,0.465,0.4250101387,0.1958224307
3,0.165,400,10,0.465,0.3809589977,0.1644908392
3,0.165,400,10,0.465,0.3442093205,0.1331592477
3,0.165,400,10,0.465,0.2563219301,0.09921669564
3,0.165,400,10,0.465,0.1502156186,0.0704960647
3,0.165,400,10,0.465,0.03678845467,0.03916447319
5,0.165,400,10,0.465,0.9461211101,1
5,0.165,400,10,0.465,0.9182417163,0.9651473622
5,0.165,400,10,0.465,0.9362928007,0.9302947243
5,0.165,400,10,0.465,0.9451577895,0.8954420865
5,0.165,400,10,0.465,1,0.8659516998
5,0.165,400,10,0.465,0.9399977238,0.8337801876
5,0.165,400,10,0.465,0.9626642116,0.8016083429
5,0.165,400,10,0.465,0.9163902709,0.7640749119
5,0.165,400,10,0.465,0.9436518388,0.7319033997
5,0.165,400,10,0.465,0.915772445,0.6970507619
5,0.165,400,10,0.465,0.9430340129,0.6648792496
5,0.165,400,10,0.465,0.9335268104,0.6300266118
5,0.165,400,10,0.465,0.8919211134,0.6005362251
5,0.165,400,10,0.465,0.8548576562,0.5656835873
5,0.165,400,10,0.465,0.7764831886,0.533512075
5,0.165,400,10,0.465,0.7486037948,0.4986594372
5,0.165,400,10,0.465,0.7345543524,0.4691687181
5,0.165,400,10,0.465,0.702083943,0.4343164127
5,0.165,400,10,0.465,0.678848405,0.4048256936
5,0.165,400,10,0.465,0.6004495496,0.3699730558
5,0.165,400,10,0.465,0.5771632036,0.3351207504
5,0.165,400,10,0.465,0.4758255292,0.3029490054
5,0.165,400,10,0.465,0.4984696615,0.2680964673
5,0.165,400,10,0.465,0.4293056775,0.2386058479
5,0.165,400,10,0.465,0.4152054271,0.2037533099
5,0.165,400,10,0.465,0.3597697786,0.1689007718
5,0.165,400,10,0.465,0.2951744545,0.136729193
5,0.165,400,10,0.465,0.2397408383,0.1018766549
5,0.165,400,10,0.465,0.133834504,0.07238603554
7,0.165,400,10,0.465,0.9584473908,1
7,0.165,400,10,0.465,0.9900484631,0.9730391211
7,0.165,400,10,0.465,0.9737183395,0.9411762918
7,0.165,400,10,0.465,1,0.9142157168
7,0.165,400,10,0.465,0.9783222198,0.8799017604
7,0.165,400,10,0.465,0.9779785764,0.8504900583
7,0.165,400,10,0.465,0.988245512,0.818627229
7,0.165,400,10,0.465,0.9879301133,0.791666654
7,0.165,400,10,0.465,0.9875605789,0.7598038247
7,0.165,400,10,0.465,0.992505749,0.7279409955
7,0.165,400,10,0.465,0.9655956447,0.7009804205
7,0.165,400,10,0.465,0.9226990602,0.6715684144
7,0.165,400,10,0.465,0.8584706926,0.6372547619
7,0.165,400,10,0.465,0.8581552939,0.6102941869
7,0.165,400,10,0.465,0.8205498765,0.5784313577
7,0.165,400,10,0.465,0.7723056355,0.5465685284
7,0.165,400,10,0.465,0.7985590514,0.5171568262
7,0.165,400,10,0.465,0.7077901139,0.4877451241
7,0.165,400,10,0.465,0.7074464705,0.458333422
7,0.165,400,10,0.465,0.7123939942,0.4264705927
7,0.165,400,10,0.465,0.6482197623,0.3970588906
7,0.165,400,10,0.465,0.6212531687,0.3651960613
7,0.165,400,10,0.465,0.5889954079,0.3357843592
7,0.165,400,10,0.465,0.5194735194,0.3039215299
7,0.165,400,10,0.465,0.4606492978,0.2769607422
7,0.165,400,10,0.465,0.4815268124,0.2426470289
7,0.165,400,10,0.465,0.4599337663,0.2156862411
7,0.165,400,10,0.465,0.4382865845,0.183823503
7,0.165,400,10,0.465,0.3900988328,0.1568627153
7,0.165,400,10,0.465,0.3258987099,0.1249999772
7,0.165,400,10,0.465,0.1925768314,0.09558821429
7,0.165,400,10,0.465,0.1390414232,0.06617645137
7,0.165,400,10,0.465,0.05356365288,0.03431371327
7,0.165,400,10,0.465,0.005347656517,0.004901950356
3,0.251,694,17,0.408,0.9577443206,1
3,0.251,694,17,0.408,0.9718279508,0.9721954487
3,0.251,694,17,0.408,1,0.9165863462
3,0.251,694,17,0.408,1,0.8887524502
3,0.251,694,17,0.408,0.9436606903,0.8329678753
3,0.251,694,17,0.408,0.8591541202,0.7771248495
3,0.251,694,17,0.408,0.8873213807,0.7215156277
3,0.251,694,17,0.408,0.9436606903,0.6659649762
3,0.251,694,17,0.408,0.9577443206,0.6103266481
3,0.251,694,17,0.408,0.9014050109,0.558518293
3,0.251,694,17,0.408,0.8732377505,0.4988159494
3,0.251,694,17,0.408,0.830982071,0.4430606001
3,0.251,694,17,0.408,0.7746475501,0.391252245
3,0.251,694,17,0.408,0.676052561,0.3393562134
3,0.251,694,17,0.408,0.6478853005,0.3074876466
3,0.251,694,17,0.408,0.5352114699,0.2515861697
3,0.251,694,17,0.408,0.4929557905,0.1918544813
3,0.251,694,17,0.408,0.4225328506,0.14001702
3,0.251,694,17,0.408,0.3380262805,0.1120077709
3,0.251,694,17,0.408,0.3521099107,0.08420310034
3,0.251,694,17,0.408,0.3239426503,0.05631087256
3,0.251,694,17,0.408,0.2957753898,0.03239486452
3,0.2764,951,30,0.408,0.9690788448,1
3,0.2764,951,30,0.408,0.9754763252,0.9762047366
3,0.2764,951,30,0.408,0.9884927372,0.9444562235
3,0.2764,951,30,0.408,0.9948369053,0.9167004875
3,0.2764,951,30,0.408,0.9876848503,0.8850492596
3,0.2764,951,30,0.408,0.9671431969,0.8574234848
3,0.2764,951,30,0.408,0.9600977666,0.8336930781
3,0.2764,951,30,0.408,1,0.8018147277
3,0.2764,951,30,0.408,0.986179802,0.7741564007
3,0.2764,951,30,0.408,0.9589125924,0.7465630542
3,0.2764,951,30,0.408,0.9719290044,0.7148144174
3,0.2764,951,30,0.408,0.9446617947,0.6872210709
3,0.2764,951,30,0.408,0.9106731298,0.6596601529
3,0.2764,951,30,0.408,0.9102425301,0.6279764966
3,0.2764,951,30,0.408,0.9165907991,0.6002207606
3,0.2764,951,30,0.408,0.9229349672,0.5724650247
3,0.2764,951,30,0.408,0.9360046915,0.5446768603
3,0.2764,951,30,0.408,0.9087374819,0.5170835139
3,0.2764,951,30,0.408,0.8612484929,0.4856271039
3,0.2764,951,30,0.408,0.8944866842,0.4577415306
3,0.2764,951,30,0.408,0.8873879416,0.4300507752
3,0.2764,951,30,0.408,0.8600674196,0.3984969562
3,0.2764,951,30,0.408,0.8193572993,0.3709685904
3,0.2764,951,30,0.408,0.7853686343,0.3434076723
3,0.2764,951,30,0.408,0.7513799693,0.3158467543
