pressure(bar),heat flux(kW/m2),mass fluxkg/(m2⋅s),sub cooling,channel dia(mm),d/dMax,t/tMax
1,0.095,425,12,0.465,1.579832,0.9941636658
1,0.095,425,12,0.465,1.142857,0.9941636658
1,0.095,425,12,0.465,1.210084,1
1,0.095,425,12,0.465,0.806723,0.9708173272
1,0.095,425,12,0.465,0.941176,0.9824909975
1,0.095,425,12,0.465,1.07563,0.9883273317
1,0.095,425,12,0.465,0.705882,0.9474709887
1,0.095,425,12,0.465,0.638655,0.9124519817
1,0.095,425,12,0.465,0.504202,0.8715956387
1,0.095,425,12,0.465,0.403361,0.8190666274
1,0.095,425,12,0.465,0.336134,0.7315176072
1,0.095,425,12,0.465,0.201681,0.6264595845
1,0.095,425,12,0.465,0.10084,0.4747078827
1,0.095,425,12,0.465,4.44E-16,0.2412454988
1,0.095,425,12,0.465,4.806723,0.3076926124
1,0.095,425,12,0.465,4.705882,0.3999994058
1,0.095,425,12,0.465,4.571429,0.4346153199
1,0.095,425,12,0.465,4.504202,0.4692302436
1,0.095,425,12,0.465,4.369748,0.5153841354
1,0.095,425,12,0.465,4.302521,0.5615380273
1,0.095,425,12,0.465,4.201681,0.5961539414
1,0.095,425,12,0.465,4.067227,0.6307688651
1,0.095,425,12,0.465,4,0.6480768221
1,0.095,425,12,0.465,3.89916,0.6596147999
1,0.095,425,12,0.465,3.831933,0.6711537681
1,0.095,425,12,0.465,3.764706,0.676922757
1,0.095,425,12,0.465,3.495798,0.6884617251
1,0.095,425,12,0.465,3.630252,0.6884617251
1,0.095,425,12,0.465,3.697479,0.6826917458
1,0.095,425,12,0.465,3.226891,0.6999997029
1,0.095,425,12,0.465,3.361345,0.694230714
1,0.095,425,12,0.465,3.092437,0.711538671
1,0.095,425,12,0.465,3.159664,0.7057686918
1,0.095,425,12,0.465,2.991597,0.7230766488
1,0.095,425,12,0.465,2.957983,0.734615617
1,0.095,425,12,0.465,2.890756,0.7461535947
1,0.095,425,12,0.465,2.823529,0.7576925629
1,0.095,425,12,0.465,2.722689,0.7576925629
1,0.095,425,12,0.465,2.689076,0.7634615518
1,0.095,425,12,0.465,2.621849,0.7749995296
1,0.095,425,12,0.465,2.487395,0.7923074866
1,0.095,425,12,0.465,2.554622,0.7865384977
1,0.095,425,12,0.465,2.420168,0.8038454644
1,0.095,425,12,0.465,2.352941,0.8153844325
1,0.095,425,12,0.465,2.184874,0.8384613785
1,0.095,425,12,0.465,2.285714,0.8269224103
1,0.095,425,12,0.465,2.285714,0.8269224103
1,0.095,425,12,0.465,2.151261,0.8499993563
1,0.095,425,12,0.465,2.05042,0.8557693355
1,0.095,425,12,0.465,1.94958,0.8730763022
1,0.095,425,12,0.465,2.016807,0.8673073133
1,0.095,425,12,0.465,1.848739,0.8846152703
1,0.095,425,12,0.465,1.848739,0.8846152703
1,0.095,425,12,0.465,1.747899,0.9019232274
1,0.095,425,12,0.465,1.680672,0.919230194
1,0.095,425,12,0.465,1.613445,0.9250001733
1,0.095,425,12,0.465,1.478992,0.94230714
1,0.095,425,12,0.465,1.546218,0.9365381511
1,0.095,425,12,0.465,1.411765,0.959615097
1,0.095,425,12,0.465,1.310924,0.9711540652
1,0.095,425,12,0.465,1.210084,0.9769230541
1,0.095,425,12,0.465,1.142857,0.982692043
1,0.095,425,12,0.465,1.07563,0.9884610318
1,0.095,425,12,0.465,0.97479,0.9942300207
1,0.095,425,12,0.465,0.840336,1
1,0.095,425,12,0.465,0.672269,0.9884610318
1,0.095,425,12,0.465,0.571429,0.9711540652
1,0.095,425,12,0.465,0.436975,0.9307691622
1,0.095,425,12,0.465,0.268908,0.8730763022
1,0.095,425,12,0.465,0.201681,0.7980764755
1,0.095,425,12,0.465,0.10084,0.6826917458
1,0.095,425,12,0.465,4.10084,0.1595328127
1,0.095,425,12,0.465,3.966387,0.2879381759
1,0.095,425,12,0.465,3.89916,0.36964986
1,0.095,425,12,0.465,3.798319,0.4571988802
1,0.095,425,12,0.465,3.697479,0.4805452188
1,0.095,425,12,0.465,3.563025,0.5155642257
1,0.095,425,12,0.465,3.462185,0.5680932371
1,0.095,425,12,0.465,3.394958,0.6147859142
1,0.095,425,12,0.465,3.294118,0.6556422573
1,0.095,425,12,0.465,3.226891,0.68482493
1,0.095,425,12,0.465,3.159664,0.6964986003
1,0.095,425,12,0.465,3.092437,0.7081712686
1,0.095,425,12,0.465,2.991597,0.7198449389
1,0.095,425,12,0.465,2.890756,0.7198449389
1,0.095,425,12,0.465,2.823529,0.7198449389
1,0.095,425,12,0.465,2.756303,0.7198449389
1,0.095,425,12,0.465,2.621849,0.7198449389
1,0.095,425,12,0.465,2.554622,0.725681273
1,0.095,425,12,0.465,2.487395,0.7373539414
1,0.095,425,12,0.465,2.420168,0.7490276116
1,0.095,425,12,0.465,2.352941,0.7548639458
1,0.095,425,12,0.465,2.285714,0.7665376161
1,0.095,425,12,0.465,2.218487,0.7782102844
1,0.095,425,12,0.465,2.117647,0.7957202888
1,0.095,425,12,0.465,1.882353,0.842412966
1,0.095,425,12,0.465,1.915966,0.8307392957
1,0.095,425,12,0.465,1.94958,0.8249029616
1,0.095,425,12,0.465,2.016807,0.8132292913
1,0.095,425,12,0.465,2.084034,0.801556623
1,0.095,425,12,0.465,2.184874,0.7840466185
1,0.095,425,12,0.465,1.848739,0.8540856343
1,0.095,425,12,0.465,1.815126,0.8599219685
1,0.095,425,12,0.465,1.747899,0.8715956387
1,0.095,425,12,0.465,1.680672,0.8891056432
1,0.095,425,12,0.465,1.579832,0.9066146456
1,0.095,425,12,0.465,1.647059,0.9007783115
1,0.095,425,12,0.465,1.546218,0.9182883159
1,0.095,425,12,0.465,1.478992,0.9241246501
1,0.095,425,12,0.465,1.411765,0.9357983203
1,0.095,425,12,0.465,1.277311,0.9533073228
1,0.095,425,12,0.465,1.344538,0.9533073228
1,0.095,425,12,0.465,1.210084,0.9766536614
1,0.095,425,12,0.465,1.109244,0.9824909975
1,0.095,425,12,0.465,1.008403,0.9941636658
1,0.095,425,12,0.465,0.907563,0.9941636658
1,0.095,425,12,0.465,0.87395,1
1,0.095,425,12,0.465,0.806723,1
1,0.095,425,12,0.465,0.672269,0.9941636658
1,0.095,425,12,0.465,0.605042,0.9766536614
1,0.095,425,12,0.465,0.504202,0.9533073228
1,0.095,425,12,0.465,0.403361,0.8949419773
1,0.095,425,12,0.465,0.302521,0.8190666274
1,0.095,425,12,0.465,0.201681,0.7198449389
1,0.095,425,12,0.465,0.134454,0.5564205687
1,0.095,425,12,0.465,0.067227,0.2704281715
1,0.095,425,12,0.465,1.714286,0.2062254899
1,0.095,425,12,0.465,1.579832,0.3929961986
1,0.095,425,12,0.465,1.478992,0.5330742302
1,0.095,425,12,0.465,1.411765,0.5564205687
1,0.095,425,12,0.465,1.277311,0.5856032415
1,0.095,425,12,0.465,1.210084,0.7023349344
1,0.095,425,12,0.465,1.109244,0.7782102844
1,0.095,425,12,0.465,1.008403,0.7898839546
1,0.095,425,12,0.465,0.87395,0.7840466185
1,0.095,425,12,0.465,0.806723,0.8132292913
1,0.095,425,12,0.465,0.705882,0.8540856343
1,0.095,425,12,0.465,0.605042,0.8832683071
1,0.095,425,12,0.465,0.403361,0.9766536614
1,0.095,425,12,0.465,0.336134,1
1,0.095,425,12,0.465,0.201681,0.9883273317
1,0.095,425,12,0.465,0.10084,0.8540856343
1,0.165,400,18,0.465,10.85714,0.1925823132
1,0.165,400,18,0.465,10.53061,0.227473934
1,0.165,400,18,0.465,10.32653,0.3446442948
1,0.165,400,18,0.465,9.795918,0.4849689882
1,0.165,400,18,0.465,9.346939,0.5432154683
1,0.165,400,18,0.465,8.816327,0.6718028734
1,0.165,400,18,0.465,8.326531,0.7182721594
1,0.165,400,18,0.465,7.836735,0.7353987236
1,0.165,400,18,0.465,7.265306,0.7583136215
1,0.165,400,18,0.465,6.816327,0.7930855251
1,0.165,400,18,0.465,6.326531,0.8160802346
1,0.165,400,18,0.465,5.795918,0.8566404718
1,0.165,400,18,0.465,5.306122,0.8972416126
1,0.165,400,18,0.465,4.816327,0.9378417556
1,0.165,400,18,0.465,4.285714,0.9607965593
1,0.165,400,18,0.465,3.795918,0.9955285571
1,0.165,400,18,0.465,3.306122,0.9774442541
1,0.165,400,18,0.465,2.816327,0.98283353
1,0.165,400,18,0.465,2.367347,1
1,0.165,400,18,0.465,1.795918,0.9407558754
1,0.165,400,18,0.465,1.265306,0.8932889448
1,0.165,400,18,0.465,1.061224,0.869615837
1,0.165,400,18,0.465,0.979592,0.8284560153
1,0.165,400,18,0.465,0.897959,0.7872971913
1,0.165,400,18,0.465,0.77551,0.7695720404
1,0.165,400,18,0.465,0.693878,0.7518857976
1,0.165,400,18,0.465,0.571429,0.6696070577
1,0.165,400,18,0.465,0.489796,0.6225800884
1,0.165,400,18,0.465,0.367347,0.581380361
1,0.165,400,18,0.465,0.326531,0.4933132873
1,0.165,400,18,0.465,0.163265,0.416862787
1,0.165,400,18,0.465,0.081633,0.246596785
1,0.165,400,29,0.465,7.306122,0.2243382844
1,0.165,400,29,0.465,7.183673,0.2653008488
1,0.165,400,29,0.465,6.979592,0.3296600454
1,0.165,400,29,0.465,6.77551,0.4116260809
1,0.165,400,29,0.465,6.326531,0.5637800178
1,0.165,400,29,0.465,5.795918,0.5691298149
1,0.165,400,29,0.465,4.77551,0.7207250262
1,0.165,400,29,0.465,4.285714,0.7906734738
1,0.165,400,29,0.465,3.795918,0.8723601465
1,0.165,400,29,0.465,3.306122,0.8953566914
1,0.165,400,29,0.465,2.77551,0.9593966163
1,0.165,400,29,0.465,2.285714,1
1,0.165,400,29,0.465,1.755102,0.9818743446
1,0.165,400,29,0.465,1.265306,0.9755258256
1,0.165,400,29,0.465,1.183673,0.9519705552
1,0.165,400,29,0.465,0.979592,0.9400327852
1,0.165,400,29,0.465,1.102041,0.9108074482
1,0.165,400,29,0.465,0.816327,0.8987898603
1,0.165,400,29,0.465,0.897959,0.8930010646
1,0.165,400,29,0.465,0.653061,0.8458097081
1,0.165,400,29,0.465,0.571429,0.7811711486
1,0.165,400,29,0.465,0.44898,0.7223622916
1,0.165,400,29,0.465,0.326531,0.6576838232
1,0.165,400,29,0.465,0.244898,0.5930452638
1,0.165,400,29,0.465,0.163265,0.4931930267
1,0.165,400,29,0.465,0.081633,0.3463888869
1,0.165,400,49,0.465,5.183673,0.1989692029
1,0.165,400,49,0.465,5.061224,0.2399694016
1,0.165,400,49,0.465,4.938776,0.2633465853
1,0.165,400,49,0.465,4.77551,0.3689258919
1,0.165,400,49,0.465,4.612245,0.42750916
1,0.165,400,49,0.465,4.408163,0.462555462
1,0.165,400,49,0.465,4.163265,0.509310828
1,0.165,400,49,0.465,4,0.5561460852
1,0.165,400,49,0.465,3.795918,0.6029413968
1,0.165,400,49,0.465,3.55102,0.6614447737
1,0.165,400,49,0.465,3.387755,0.7024050268
1,0.165,400,49,0.465,3.183673,0.7433263329
1,0.165,400,49,0.465,2.979592,0.7901206458
1,0.165,400,49,0.465,2.734694,0.8251280008
1,0.165,400,49,0.465,2.571429,0.8660882539
1,0.165,400,49,0.465,2.367347,0.9011345559
1,0.165,400,49,0.465,2.163265,0.9303068524
1,0.165,400,49,0.465,2,0.9595180959
1,0.165,400,49,0.465,1.755102,0.9886504467
1,0.165,400,49,0.465,1.55102,0.9943247241
1,0.165,400,49,0.465,1.346939,1
1,0.165,400,49,0.465,1.183673,0.9998392188
1,0.165,400,49,0.465,0.979592,0.9761424701
1,0.165,400,49,0.465,0.77551,0.9348217077
1,0.165,400,49,0.465,0.530612,0.8817129886
1,0.165,400,49,0.465,0.367347,0.7993121362
1,0.165,400,49,0.465,0.163265,0.6698762984
1,54,0.370813,5,12,0.1666705556,1
1,54,0.370813,5,12,0.1666705556,0.9838498032
1,54,0.370813,5,12,0.5000116667,0.9380236197
1,54,0.370813,5,12,1.666682222,0.9297466438
1,54,0.370813,5,12,2.333341111,0.9134955082
1,54,0.370813,5,12,2.500011667,0.9054204098
1,54,0.370813,5,12,3,0.89189462
1,54,0.370813,5,12,3.166670556,0.8783688301
1,54,0.370813,5,12,3.750005833,0.8594932876
1,54,0.370813,5,12,4.166670556,0.8513172504
1,54,0.370813,5,12,5.2500175,0.8296154234
1,54,0.370813,5,12,6.083346944,0.8133642879
1,54,0.370813,5,12,6.916699722,0.799838498
1,54,0.370813,5,12,8.166693889,0.7780357323
1,54,0.370813,5,12,8.833352778,0.7617845967
1,54,0.370813,5,12,9.583358611,0.7348339558
1,54,0.370813,5,12,10.25004083,0.7131321288
1,54,0.370813,5,12,10.25004083,0.696981932
1,54,0.370813,5,12,11.00004667,0.6753810437
1,54,0.370813,5,12,11.500035,0.6429797113
1,54,0.370813,5,12,12.08337028,0.6321792672
1,54,0.370813,5,12,12.7500525,0.5997779348
1,54,0.370813,5,12,13.16671722,0.5754517008
1,54,0.370813,5,12,14.08337028,0.5672756637
1,54,0.370813,5,12,14.83337611,0.5321489856
1,54,0.370813,5,12,15.16671722,0.513273443
1,54,0.370813,5,12,15.7500525,0.4916725548
1,54,0.370813,5,12,16.16671722,0.4592712224
1,54,0.370813,5,12,16.58338194,0.4484707782
1,54,0.370813,5,12,17.00004667,0.42686989
1,54,0.370813,5,12,17.25006417,0.399919249
1,54,0.370813,5,12,17.33338778,0.3864943979
1,54,0.370813,5,12,17.83339944,0.3836681135
1,54,0.370813,5,12,17.83339944,0.3729686081
1,54,0.370813,5,12,17.7500525,0.3568184112
1,54,0.370813,5,12,18.00007,0.3190673261
1,54,0.370813,5,12,18.00007,0.3001917836
1,54,0.370813,5,12,17.83339944,0.2706167356
1,54,0.370813,5,12,17.50005833,0.2384172807
1,54,0.370813,5,12,17.16671722,0.2115675785
1,54,0.370813,5,12,17.00004667,0.1954173816
1,54,0.370813,5,12,16.33338778,0.1658423337
1,54,0.370813,5,12,16.16671722,0.157868174
1,54,0.370813,5,12,15.83337611,0.1471686686
1,54,0.370813,5,12,15.58338194,0.1363682245
1,54,0.370813,5,12,15.41671139,0.1310184718
1,54,0.370813,5,12,15.16671722,0.1203189664
1,54,0.370813,5,12,14.83337611,0.1230443121
1,54,0.370813,5,12,14.66670556,0.1015443626
1,54,0.370813,5,12,13.91672306,0.09891995559
1,54,0.370813,5,12,13.500035,0.08287069749
1,54,0.370813,5,12,13.00004667,0.07752094479
1,54,0.370813,5,12,12.16671722,0.06692237812
1,54,0.370813,5,12,11.500035,0.053497527
1,54,0.370813,5,12,10.58335861,0.04017361462
1,54,0.370813,5,12,9.500035,0.04572524478
1,54,0.370813,5,12,8.000023333,0.03250227112
1,54,0.370813,5,12,6.833352778,0.01917835874
1,54,0.370813,5,12,4.500011667,8.78E-03
1,54,0.370813,5,12,0.6666588889,1.26E-03
1,110,1.16327,5,12,-0.1666005553,8.03E-01
1,110,1.16327,5,12,0,7.90E-01
1,110,1.16327,5,12,0.4166647222,7.39E-01
1,110,1.16327,5,12,1,7.20E-01
1,110,1.16327,5,12,1.166670556,7.12E-01
1,110,1.16327,5,12,1.166670556,6.88E-01
1,110,1.16327,5,12,1.416664722,6.77E-01
1,110,1.16327,5,12,1.833329444,6.69E-01
1,110,1.16327,5,12,2.416664722,6.58E-01
1,110,1.16327,5,12,2.916676389,6.36E-01
1,110,1.16327,5,12,3.500011667,6.36E-01
1,110,1.16327,5,12,4.333341111,6.17E-01
1,110,1.16327,5,12,4.833352778,6.14E-01
1,110,1.16327,5,12,5.500011667,5.98E-01
1,110,1.16327,5,12,6.083346944,5.82E-01
1,110,1.16327,5,12,6.750029167,5.79E-01
1,110,1.16327,5,12,7.2500175,5.57E-01
1,110,1.16327,5,12,7.750029167,5.52E-01
1,110,1.16327,5,12,8.333364445,5.30E-01
1,110,1.16327,5,12,9.000023333,5.22E-01
1,110,1.16327,5,12,8.916699722,5.01E-01
1,110,1.16327,5,12,9.333364445,4.87E-01
1,110,1.16327,5,12,9.916699722,4.71E-01
1,110,1.16327,5,12,10.41671139,4.57E-01
1,110,1.16327,5,12,10.58335861,4.44E-01
1,110,1.16327,5,12,11.00004667,4.20E-01
1,110,1.16327,5,12,11.25004083,4.01E-01
1,110,1.16327,5,12,11.58338194,3.79E-01
1,110,1.16327,5,12,12.25004083,3.74E-01
1,110,1.16327,5,12,12.16671722,3.58E-01
1,110,1.16327,5,12,12.7500525,3.39E-01
1,110,1.16327,5,12,13.33338778,3.20E-01
1,110,1.16327,5,12,13.500035,3.12E-01
1,110,1.16327,5,12,13.66670556,2.93E-01
1,110,1.16327,5,12,13.58338194,2.71E-01
1,110,1.16327,5,12,13.83337611,2.44E-01
1,110,1.16327,5,12,14.00004667,2.12E-01
1,110,1.16327,5,12,14.00004667,1.99E-01
1,110,1.16327,5,12,13.91672306,1.82E-01
1,110,1.16327,5,12,13.58338194,1.64E-01
1,110,1.16327,5,12,13.25004083,1.34E-01
1,110,1.16327,5,12,12.7500525,1.15E-01
1,110,1.16327,5,12,12.58338194,1.04E-01
1,110,1.16327,5,12,12.41671139,9.38E-02
1,110,1.16327,5,12,12.16671722,9.38E-02
1,110,1.16327,5,12,11.83337611,8.31E-02
1,110,1.16327,5,12,11.25004083,7.24E-02
1,110,1.16327,5,12,10.58335861,6.44E-02
1,110,1.16327,5,12,9.750029167,5.11E-02
1,110,1.16327,5,12,9.166693889,4.58E-02
1,110,1.16327,5,12,6.833352778,2.19E-02
1,110,1.16327,5,12,4.666682222,8.76E-03
1,110,1.16327,5,12,1,3.91E-03
1.01,0.0682,143.2,8.8,14.87,1,0.3923075349
1.01,0.0682,143.2,8.8,14.87,0.9893617909,0.4410254736
1.01,0.0682,143.2,8.8,14.87,0.9787235817,0.4897434124
1.01,0.0682,143.2,8.8,14.87,0.96808433,0.5410253762
1.01,0.0682,143.2,8.8,14.87,0.9574461209,0.5871792898
1.01,0.0682,143.2,8.8,14.87,0.9361697026,0.6333332034
1.01,0.0682,143.2,8.8,14.87,0.9255314934,0.6820511421
1.01,0.0682,143.2,8.8,14.87,0.8617022386,0.733333106
1.01,0.0682,143.2,8.8,14.87,0.7978719411,0.7820510447
1.01,0.0682,143.2,8.8,14.87,0.7659573137,0.8307689834
1.01,0.0682,143.2,8.8,14.87,0.7021270163,0.8794869222
1.01,0.0682,143.2,8.8,14.87,0.606383134,0.9282048609
1.01,0.0682,143.2,8.8,14.87,0.3723404477,0.9769227996
1.01,0.0682,143.2,8.8,14.87,0.1382977614,1
1.4,0.199,300,6.5,0.02225,1,0.6710718203
1.4,0.199,300,6.5,0.02225,1,0.6886929927
1.4,0.199,300,6.5,0.02225,1,0.7063141651
1.4,0.199,300,6.5,0.02225,1,0.725403722
1.4,0.199,300,6.5,0.02225,0.9824562912,0.744493279
1.4,0.199,300,6.5,0.02225,0.964910863,0.7621144514
1.4,0.199,300,6.5,0.02225,0.964910863,0.7812040084
1.4,0.199,300,6.5,0.02225,0.9473671542,0.7988251808
1.4,0.199,300,6.5,0.02225,0.9298234454,0.8164463532
1.4,0.199,300,6.5,0.02225,0.9122797365,0.8355359101
1.4,0.199,300,6.5,0.02225,0.8771923189,0.8546254671
1.4,0.199,300,6.5,0.02225,0.85964861,0.8722466395
1.4,0.199,300,6.5,0.02225,0.8070174835,0.8898678119
1.4,0.199,300,6.5,0.02225,0.7894737747,0.9089573689
1.4,0.199,300,6.5,0.02225,0.7368409289,0.9265785413
1.4,0.199,300,6.5,0.02225,0.6842098024,0.9456680982
1.4,0.199,300,6.5,0.02225,0.6140349671,0.9632892706
1.4,0.199,300,6.5,0.02225,0.5263147036,0.9809101641
1.4,0.199,300,6.5,0.02225,0.4035087418,1
1.01,0.0286,571,2,0.00966,1,0.4919093214
1.01,0.0286,571,2,0.00966,1,0.563106432
1.01,0.0286,571,2,0.00966,0.9968553711,0.6375403058
1.01,0.0286,571,2,0.00966,0.9937107422,0.7087380312
1.01,0.0286,571,2,0.00966,0.9905661133,0.7831712902
1.01,0.0286,571,2,0.00966,0.9811319185,0.8511328672
1.01,0.0286,571,2,0.00966,0.9685534029,0.9288022746
1.01,0.0286,571,2,0.00966,0.9528302585,1
1,0.9,411,30,54.55,1,1
1,0.9,411,30,54.55,0.844444,0.904382939
1,0.9,411,30,54.55,0.888889,0.7569721717
1,0.9,411,30,54.55,0.888889,0.6055777373
1,0.9,411,30,54.55,0.8,0.4103589425
1,0.9,411,30,54.55,0.577778,0.2071718077
1.46,0.139,502,12.3,0.02225,0.7748559852,1
1.46,0.139,502,12.3,0.02225,0.7749719474,0.9922078
1.46,0.139,502,12.3,0.02225,0.7840647478,0.9844156
1.46,0.139,502,12.3,0.02225,0.7842386911,0.9727273
1.46,0.139,502,12.3,0.02225,0.7841534248,0.9785714
1.46,0.139,502,12.3,0.02225,0.7933314916,0.9649351
1.46,0.139,502,12.3,0.02225,0.7934201686,0.9590909
1.46,0.139,502,12.3,0.02225,0.8024822731,0.9532468
1.46,0.139,502,12.3,0.02225,0.8025982353,0.9454545
1.46,0.139,502,12.3,0.02225,0.8027141975,0.9376623
1.46,0.139,502,12.3,0.02225,0.8028608556,0.9279221
1.46,0.139,502,12.3,0.02225,0.8029495326,0.9220779
1.46,0.139,502,12.3,0.02225,0.8209577795,0.9181818
1.46,0.139,502,12.3,0.02225,0.8121003141,0.9103896
1.46,0.139,502,12.3,0.02225,0.8122162763,0.9025974
1.46,0.139,502,12.3,0.02225,0.8213090768,0.8948052
1.46,0.139,502,12.3,0.02225,0.821425039,0.887013
1.46,0.139,502,12.3,0.02225,0.8215410012,0.8792208
1.46,0.139,502,12.3,0.02225,0.8306338016,0.8714286
1.46,0.139,502,12.3,0.02225,0.8307497638,0.8636364
1.46,0.139,502,12.3,0.02225,0.8398698495,0.8538961
1.46,0.139,502,12.3,0.02225,0.8399858117,0.8461039
1.46,0.139,502,12.3,0.02225,0.8490513269,0.8402597
1.46,0.139,502,12.3,0.02225,0.8492832513,0.8246753
1.46,0.139,502,12.3,0.02225,0.8401904509,0.8324675
1.46,0.139,502,12.3,0.02225,0.8493992135,0.8168831
1.46,0.139,502,12.3,0.02225,0.858492014,0.8090909
1.46,0.139,502,12.3,0.02225,0.8585772803,0.8032468
1.46,0.139,502,12.3,0.02225,0.8587239383,0.7935065
1.46,0.139,502,12.3,0.02225,0.8678167388,0.7857143
1.46,0.139,502,12.3,0.02225,0.867932701,0.7779221
1.46,0.139,502,12.3,0.02225,0.8680486632,0.7701299
1.46,0.139,502,12.3,0.02225,0.8771107678,0.7642857
1.46,0.139,502,12.3,0.02225,0.8772881217,0.7525974
1.46,0.139,502,12.3,0.02225,0.877373388,0.7467532
1.46,0.139,502,12.3,0.02225,0.8865548655,0.7331169
1.46,0.139,502,12.3,0.02225,0.8774927609,0.738961
1.46,0.139,502,12.3,0.02225,0.8956749511,0.7233766
1.46,0.139,502,12.3,0.02225,0.9048530179,0.7097403
1.46,0.139,502,12.3,0.02225,0.8957636281,0.7175325
1.46,0.139,502,12.3,0.02225,0.9049723908,0.7019481
1.46,0.139,502,12.3,0.02225,0.905088353,0.6941558
1.46,0.139,502,12.3,0.02225,0.905235011,0.6844156
1.46,0.139,502,12.3,0.02225,0.9143244008,0.6766234
1.46,0.139,502,12.3,0.02225,0.9235058783,0.662987
1.46,0.139,502,12.3,0.02225,0.914440363,0.6688312
1.46,0.139,502,12.3,0.02225,0.9237071068,0.6493506
1.46,0.139,502,12.3,0.02225,0.9235911446,0.6571429
1.46,0.139,502,12.3,0.02225,0.9238537648,0.6396104
1.46,0.139,502,12.3,0.02225,0.9330932234,0.6220779
1.46,0.139,502,12.3,0.02225,0.9240004229,0.6298701
1.46,0.139,502,12.3,0.02225,0.9332091856,0.6142857
1.46,0.139,502,12.3,0.02225,0.9333558436,0.6045455
1.46,0.139,502,12.3,0.02225,0.9425032145,0.5928571
1.46,0.139,502,12.3,0.02225,0.9516267109,0.5831169
1.46,0.139,502,12.3,0.02225,0.9517426731,0.5753247
1.46,0.139,502,12.3,0.02225,0.9518893311,0.5655844
1.46,0.139,502,12.3,0.02225,0.9610673979,0.5519481
1.46,0.139,502,12.3,0.02225,0.9519745975,0.5597403
1.46,0.139,502,12.3,0.02225,0.9701874836,0.5422078
1.46,0.139,502,12.3,0.02225,0.9703341417,0.5324675
1.46,0.139,502,12.3,0.02225,0.9704807997,0.5227273
1.46,0.139,502,12.3,0.02225,0.9706240471,0.512987
1.46,0.139,502,12.3,0.02225,0.9708014011,0.5012987
1.46,0.139,502,12.3,0.02225,0.9707127241,0.5071429
1.46,0.139,502,12.3,0.02225,0.9799794679,0.4876623
1.46,0.139,502,12.3,0.02225,0.9709173633,0.4935065
1.46,0.139,502,12.3,0.02225,0.9893041927,0.4642857
1.46,0.139,502,12.3,0.02225,0.980272784,0.4681818
1.46,0.139,502,12.3,0.02225,0.9801534112,0.475974
1.46,0.139,502,12.3,0.02225,0.9804160314,0.4584416
1.46,0.139,502,12.3,0.02225,0.9896247941,0.4428571
1.46,0.139,502,12.3,0.02225,0.9897987374,0.4311688
1.46,0.139,502,12.3,0.02225,0.9805319936,0.4506494
1.46,0.139,502,12.3,0.02225,0.9899760913,0.4194805
1.46,0.139,502,12.3,0.02225,0.9901193387,0.4097403
1.46,0.139,502,12.3,0.02225,0.9902659968,0.4
1.46,0.139,502,12.3,0.02225,0.9993587973,0.3922078
1.46,0.139,502,12.3,0.02225,0.9994747595,0.3844156
1.46,0.139,502,12.3,0.02225,0.9995907217,0.3766234
1.46,0.139,502,12.3,0.02225,0.9997066839,0.3688312
1.46,0.139,502,12.3,0.02225,0.9998840378,0.3571429
1.46,0.139,502,12.3,0.02225,1,0.3493506
1.46,0.139,502,12.3,0.02225,0.9911425346,0.3415584
1.46,0.139,502,12.3,0.02225,0.9912278009,0.3357143
1.46,0.139,502,12.3,0.02225,0.9913164779,0.3298701
1.46,0.139,502,12.3,0.02225,0.9914904212,0.3181818
1.46,0.139,502,12.3,0.02225,0.9916063834,0.3103896
1.46,0.139,502,12.3,0.02225,0.9917223456,0.3025974
1.46,0.139,502,12.3,0.02225,0.9918110225,0.2967532
1.46,0.139,502,12.3,0.02225,0.9829228613,0.2909091
1.46,0.139,502,12.3,0.02225,0.9830115382,0.2850649
1.46,0.139,502,12.3,0.02225,0.9740926811,0.2811688
1.46,0.139,502,12.3,0.02225,0.9741813581,0.2753247
1.46,0.139,502,12.3,0.02225,0.9743280161,0.2655844
1.46,0.139,502,12.3,0.02225,0.9744439783,0.2577922
1.46,0.139,502,12.3,0.02225,0.9655831023,0.25
1.46,0.139,502,12.3,0.02225,0.9566676558,0.2461039
1.46,0.139,502,12.3,0.02225,0.9567529221,0.2402597
1.46,0.139,502,12.3,0.02225,0.9568143138,0.2363636
1.46,0.139,502,12.3,0.02225,0.9568722949,0.2324675
1.46,0.139,502,12.3,0.02225,0.9480694,0.2207792
1.46,0.139,502,12.3,0.02225,0.9479534378,0.2285714
1.46,0.139,502,12.3,0.02225,0.9481580769,0.2149351
1.46,0.139,502,12.3,0.02225,0.9303817544,0.2032468
1.46,0.139,502,12.3,0.02225,0.9392699157,0.2090909
1.46,0.139,502,12.3,0.02225,0.9214935931,0.1974026
1.46,0.139,502,12.3,0.02225,0.9126634129,0.1876623
1.46,0.139,502,12.3,0.02225,0.9037752516,0.1818182
1.46,0.139,502,12.3,0.02225,0.8859716438,0.1720779
1.46,0.139,502,12.3,0.02225,0.8861183019,0.1623377
1.46,0.139,502,12.3,0.02225,0.8504496946,0.1467532
1.46,0.139,502,12.3,0.02225,0.8682839982,0.1545455
1.46,0.139,502,12.3,0.02225,0.8505656568,0.138961
1.46,0.139,502,12.3,0.02225,0.8147810872,0.1311688
1.46,0.139,502,12.3,0.02225,0.8059202112,0.1233766
1.46,0.139,502,12.3,0.02225,0.7970320499,0.1175325
